sequence,class
"0.7431054677676456,0.17881293487790473,-0.2600841035420073,-1.6350230273813389,-0.5261269860470689,-0.30813002896566083,1.4525902489337619,0.15806158019682448,-0.843609530313757,-1.666367882632295",0
"-0.6599818149786041,-1.356634055398088,-0.8665690799575752,-0.3120385592343843,0.2705654400361644,1.6807588365084491,0.5920938073227493,0.09753235568438903,1.293247438389257,1.8679433951749127",0
"-0.47288596152946777,-1.1149755782164736,-0.3737833076271452,1.481250234209949,0.5389299049471727,0.48007654727600746,-0.8009926625947282,0.26917108536940587,-0.8209677660661185,-1.3279443118371197",0
"-1.8028778261190677,1.4131246766318353,0.7923728593096052,1.6032263276883458,0.6444195780301802,0.5423320398358198,-1.044893683999943,-0.9866580557742163,1.0839933282911158,-1.0130236137176525",0
"-0.38483280818769056,1.2813152707954032,0.4519714406126386,2.255710013309988,-1.6386100318737957,-0.035454445956857136,-0.28255623089969367,0.03394969674353871,-0.19092708877466763,-1.8640163588695418",0
"0.40000656839437365,-0.2778727965817477,-0.5894127793125107,-1.7347270702565665,0.6850972249253753,-0.42030499472794347,1.0746339558229703,-0.003564825564452146,0.41979603130663423,0.9602521833960578",0
"1.0249350868593512,-0.2694869071134336,-1.7567180696658697,0.29313808725621915,0.8980472750009215,0.025279348192206896,-1.2344446078393654,0.22271960636043445,1.3744297583684506,-0.6852741364961026",0
"-0.3443181398421957,1.1660610957769941,-0.09917018552939304,0.8313824759499588,-0.4003653053494732,-0.9995318901542835,-0.11988768735857278,-1.4935848497233513,0.7576979984148762,-1.603075371613941",0
"0.7552743989560136,0.7230566133011167,1.2128071827877014,0.39118664803833636,-0.7831597995020743,-1.4664229717614152,1.0653599959963573,0.7993652362395075,-0.21981340441209216,-0.883342466976072",0
"-0.7385927120745689,-0.8054588005105774,-0.20045587860163225,-0.49473634368269015,0.3856370761618656,0.4506684734806185,-1.9308671880725679,-1.8397185449070903,0.7991863972714148,-0.785686325731649",0
"-1.5224152979894632,0.5226549868628503,2.4862042434121117,-0.33219676370933987,-0.5090007969418718,0.23877493742658196,-0.9350358137363285,-0.3963886847701341,2.28665319003846,-1.2628823415601442",0
"0.7908769867822316,-1.485213457559292,-0.4338115390058233,1.0319836952941528,-0.15430790080172896,-0.8973538962625218,-0.12590918523423056,0.17744178359954335,-0.5604442617438776,-0.22641484035177745",0
"-2.6582669338487057,-1.246597623288615,0.7078952064681476,0.21577206054575615,-1.1446698193448475,1.0422706377071183,-0.41934910529235025,-1.0914826028730658,-1.5747195760955364,-0.6692876921993454",0
"1.0612684015879725,-0.23967211228409763,0.5297183170707445,-1.1575590395938335,0.5980058600969789,0.07800628658165489,0.6267768195937252,0.5118538513954848,0.23510535970089752,-1.244470963177106",0
"-0.7336867424860717,-1.2196497502201935,0.8223520311058479,1.0069337204698283,-1.3477878207078198,0.45357226190301625,2.601508361752934,0.24534990806365403,-1.1045655149366944,-1.2113243209197695",0
"-0.23634971945275932,0.8399570343415317,0.6341372747212217,-1.1739009276682861,-1.1479997788848122,-1.0501687083629188,-1.112665924953696,-0.3355370207414015,-0.5148018863666578,-1.2422476065399937",
"2.517683057,5.464282969,9.067873352,-4.965928037,-0.741936522,0.039784801,0.573279018,-0.216917916,2.454822974,-0.671273925",1
"6.077012243,1.032867412,-5.795882973,-3.490063931,-0.600204382,-0.120802591,1.243766873,1.821390045,-1.173053283,2.442466571",1
"1.016944711,-2.913298742,0.907702301,1.233579657,-1.983452421,1.605964058,2.674997561,-0.732921215,-2.157438136,-0.671273925",1
"-10.86092614,2.545077149,0.023950262,-1.474450438,0.372285586,-2.609953841,-2.794091899,1.264746781,-3.974643956,-0.671273925",1
"4.790262421,3.621650491,-1.442220918,5.45990697,-0.864235162,-2.591184793,-0.062762347,0.515344103,0.228729031,-0.671273925",1
"2.969641789,-1.173198767,-4.293486226,-2.801788275,1.50931155,1.02770181,0.169934137,0.459359892,0.495339143,2.442466571",1
"3.172925998,-0.425971633,-3.490243037,-3.418525192,-0.389060687,0.240054183,-0.077787308,-0.817963589,-0.415591322,0.885596323",1
"3.342678277,-2.083637479,-1.710725637,-0.895151137,1.434932748,-0.858993604,-0.815311272,2.595383704,-0.466958733,2.442466571",1
"2.244606637,-0.219568283,-3.941732698,-1.818651805,-0.744929408,0.607712927,-1.376834271,-1.418233482,0.111741661,0.885596323",1
"2.863235831,-2.815050859,-1.663398279,-1.087715413,-0.412159786,0.026362361,-2.119324557,0.297408668,2.049079002,0.885596323",1
"2.937617597,-2.07051029,-4.197592091,-3.108136555,-0.534254288,-0.452438316,-0.150093407,-2.136601488,0.802672541,-0.671273925",1
"2.155463605,-1.897189585,-1.300517182,-0.509529747,0.998782796,-1.23264399,1.860149001,-1.498357483,0.458165294,-0.671273925",1
"3.195793323,-1.329949474,-1.323796925,-0.661579252,-1.059380241,-0.873642057,-1.408362547,0.179748232,0.758885959,2.442466571",1
"3.079770073,-0.842690944,-2.642627852,-2.014781293,-0.866785224,-0.93175228,1.637152683,0.859096884,-0.123691193,-0.671273925",1
"3.771349591,-0.12731983,-2.797629172,-2.209611859,-1.852875059,-1.041610101,-0.58265071,0.958680417,-0.239519003,0.885596323",1
"2.786529613,-1.778716084,0.044000219,-1.749682263,-1.077660508,-1.550189053,1.632348388,0.769622016,0.558946829,0.885596323",1
"4.098926978,0.795929821,-3.680617533,-0.947249278,-0.209696297,-0.249162215,-0.13217612,-0.675040862,0.308483754,-0.671273925",1
"1.95389544,-0.636394016,-0.628248771,-1.729513983,0.527616368,-2.000484213,-1.040619151,-1.007292534,-0.862007277,2.442466571",1
"3.103068582,-2.083068786,-1.995780907,-2.281815366,1.592774511,-3.483972887,-0.554968469,-0.714084647,0.547848621,0.885596323",1
"1.674967906,-1.537056158,-0.20450802,-0.177677858,-4.193899149,-0.367551358,0.633478434,-1.572532957,-2.676914689,-0.671273925",1
"2.899827396,-2.415180209,-1.125695431,0.421264688,-0.837656858,-0.094556874,0.080373271,-2.588268706,0.068072179,-0.671273925",1
"2.359382727,-0.648825484,-1.11926972,0.018363792,1.557187346,1.269326119,1.551131468,-1.23549248,-0.199204993,-0.671273925",1
"2.578445786,-0.867835023,-1.370626661,-0.809624238,1.539677959,-0.146594813,-1.023845965,-1.141960125,-1.491706805,-0.671273925",1
"2.47693096,-0.699859373,-3.939862098,-2.889440646,-0.830507413,1.458063706,0.658260259,1.080128114,-0.922016252,0.885596323",1
"2.199319677,-0.086470183,-3.110653849,-0.693216346,-0.526404786,0.383811439,-0.841444804,-0.485499707,-0.680948476,-0.671273925",1
"2.269798431,0.242130446,-2.766369192,-2.127737538,1.044660809,2.870368119,2.465397747,-0.848822514,-1.465248429,-0.671273925",1
"1.444853166,-1.180679253,-2.994892113,-1.23754477,1.423753704,2.874276231,-0.997698303,0.01436397,0.270170694,-0.671273925",1
"3.248623667,-1.434440005,-1.599099311,0.821119361,-2.072226797,-1.146782537,0.481134434,1.292322287,-1.427687667,0.885596323",1
"4.24748059,1.525499442,-3.81606259,-2.46668236,-0.125374821,-1.753456249,0.26457251,0.406909098,-0.842357152,-0.671273925",1
"2.040124153,-3.626564717,0.468896799,0.978149216,1.529409927,1.151583887,-0.712561215,-0.471371343,-0.60291431,-0.671273925",1
"2.412711789,-1.574626054,-1.021927548,-0.659949313,0.036336727,2.7452393,-3.156092259,-1.228980613,0.173538923,2.442466571",1
"3.124208905,-2.158053757,-0.983731232,-1.002355793,-0.787325309,-1.799248586,-1.950277414,-3.248151067,-0.348378302,-0.671273925",1
"3.413902945,0.253691369,-2.223353816,-0.136565226,-0.168924385,1.28475205,-0.420552696,-0.315345397,-1.226047197,0.885596323",1
"2.740743382,1.93178215,-2.813083181,-1.656977987,-1.125448168,-0.305745367,1.457705061,0.502716026,-0.937291649,0.885596323",1
"0.738353891,-3.620453923,-0.798966738,-0.402523532,0.798704432,1.156536765,-1.732899301,-1.028998498,0.966595825,0.885596323",1
"3.831730524,0.080577885,-2.32233235,-0.231337836,0.078797879,0.947337857,-0.822052832,-1.296473448,-0.592571664,-0.671273925",1
"3.36513791,0.553202112,-3.189675939,-2.622305891,-0.992507434,-0.132210388,0.697573071,-0.756881151,-0.405738091,2.442466571",1
"0.347156334,-2.760185148,-0.17837956,0.551162654,-1.663108079,1.960220364,1.168334439,-4.495282278,-0.589864147,-0.671273925",1
"2.851057407,0.889691755,-1.794978323,-3.68127105,-1.272144711,-0.52935832,1.103860271,-0.439967591,-1.118468095,-0.671273925",1
"4.099972588,0.992284793,-3.794097094,-3.30924149,-0.72056885,1.07830021,0.587307086,1.681367653,-1.259144722,-0.671273925",1
"3.230989147,-1.709376861,-1.657687858,-0.058129588,-2.053459204,-1.672112711,0.294453402,-0.387926895,0.434055955,2.442466571",1
"2.300453981,-0.964496031,-2.653106734,-0.692969859,-0.639071991,-2.103635699,1.539776545,1.269579517,-1.231946936,-0.671273925",1
"3.072768793,-0.611810203,-1.389647118,-2.28551022,-1.155179468,3.04686806,-2.133591057,0.618770231,-0.217657112,2.442466571",1
"1.856532418,0.904353262,-1.679972163,-2.030270337,1.02683412,1.428572027,-2.336505311,-2.256950254,-1.19226783,0.885596323",1
"2.468065331,0.220825939,-3.999909228,-1.607339012,1.768684035,-0.310226043,-1.158161323,-0.465059202,-0.185637578,0.885596323",1
"2.239887377,-1.165899571,-1.644585712,-0.795056805,-1.266406814,-1.191406504,0.210190967,-2.359925472,0.92366054,0.885596323",1
"2.606091818,-2.972224683,-3.10473247,-1.466254052,1.089317198,0.584060228,-0.667317164,-0.981356601,-0.150589542,-0.671273925",1
"3.177595962,-3.431815958,-2.658237466,-1.04298702,1.304419065,-0.346110012,-1.948986906,1.237611447,-0.862016515,0.885596323",1
"3.289407708,-0.564640133,-2.626513976,-1.831884777,-0.872728607,-1.325342393,1.589490388,0.590673021,-0.23928475,0.885596323",1
"2.987456317,-1.649182957,-0.609333518,-0.469895184,-0.590066915,-0.135453489,0.946675259,-0.467345141,0.688891731,0.885596323",1
"1.702984945,-0.959360422,0.006494781,-0.811608539,0.760707538,1.451124873,-1.74153552,-0.199255185,0.827956915,-0.671273925",1
"1.841607566,-2.798026034,1.282665045,-1.123167385,1.111162218,4.979168973,-0.765127846,-0.706099958,0.35314536,-0.671273925",1
"2.069052769,-2.902277888,0.82743213,-0.890147361,-1.545457651,0.633133863,0.892549217,0.843962918,0.260561307,-0.671273925",1
"4.084090883,-1.084920448,-2.999496662,-1.571531652,-0.176964153,-0.039458792,-2.179393668,0.433401548,1.747246639,0.885596323",1
"2.760894721,-3.314111712,-2.11684099,-0.335716681,1.505849142,-2.04563937,-1.018404197,-1.173646577,-1.356870009,0.885596323",1
"3.838112192,0.135735231,-5.796922969,-1.730572297,0.841292298,0.242551129,-0.449545384,-1.778241079,0.06301849,-0.671273925",1
"4.310539406,1.30641779,-4.070927115,-2.34832568,0.699315713,-0.354317062,0.18158026,0.370237814,0.062870189,-0.671273925",1
"2.435325201,1.389646516,0.510236964,-1.674033291,0.231268011,0.915171294,1.736870165,0.014547581,-1.333965977,0.885596323",1
"2.93453151,-2.071837751,-1.329235277,-1.303521158,-0.460664572,-0.65483977,0.028008778,-0.166504573,-0.844013034,0.885596323",1
"-7.695823274,2.547581897,-1.518189044,3.203041232,-2.533140628,1.200252084,2.246578069,1.706197867,0.250800358,-0.671273925",1
"-9.52598605,0.47612034,-2.503341956,-0.561547979,2.917669419,-1.511392099,0.654602588,-3.232284757,2.892470908,-0.671273925",1
"-8.984206303,0.265171712,-0.900703155,2.341851182,-2.458096213,-0.980152265,0.778055797,-0.703816137,0.684953891,-0.671273925",1
"-9.84802976,1.709906615,-0.717744755,2.537095987,-2.262957477,-3.036985843,-3.745857309,2.34641376,-0.974593745,0.885596323",1
"-10.70228524,-0.123380358,-0.036004438,0.552227907,-2.008080613,0.323608114,-3.637296723,1.398998557,0.614541687,-0.671273925",1
"-7.32786256,0.736050555,1.130355037,-1.228667523,-2.083894922,-2.882713854,0.16820289,-0.704672737,-1.297954399,-0.671273925",1
"-8.017084679,1.974700565,-2.673637843,1.681675582,-2.32851899,-3.051863611,-2.755762912,-3.238024139,0.32735559,-0.671273925",1
"-8.360265846,0.192742477,-0.90750167,1.451078365,3.830076701,1.63754914,1.854501432,4.085505743,-2.582537528,2.442466571",1
"-7.853641485,0.912170974,-2.543895576,1.536265307,-2.904036679,2.388779379,6.001870299,-2.312862045,-1.206015709,-0.671273925",1
"-10.4116907,-0.146391861,-1.017276217,1.774123407,-4.166944296,-2.083158005,-1.40587863,-5.078705257,-4.430792373,-0.671273925",1
"-9.827062221,1.833434388,-0.710977658,-0.645505896,0.131306017,2.29051955,3.451003284,-4.011252041,2.053860402,-0.671273925",1
"-10.65878705,4.195976347,-0.895654807,-0.084828787,-0.119223442,4.673455402,2.061787019,3.092042335,0.756368593,-0.671273925",1
"-9.604634112,1.888387654,-2.273550997,0.77940843,1.607910857,-1.416262546,-4.611257863,-2.576716677,-2.202918072,-0.671273925",1
"-7.208657844,2.690148856,-0.822412361,1.372936736,2.580662268,-0.302177,-0.70520587,-0.063980541,-4.827428059,-0.671273925",1
"-8.839641246,1.306802187,-0.741389531,-1.627074365,-0.742527204,0.910205506,-1.012953976,4.68355602,-3.389176736,0.885596323",1
"-6.238119937,2.132636935,-1.112418706,-0.190114199,-2.516682512,-2.06276884,-0.503473575,-3.203786577,-0.158478803,0.885596323",1
"-5.468387154,-0.462227593,0.836374062,-0.652633241,0.382163413,0.744617244,-2.462224627,-2.07921808,0.19475351,-0.671273925",1
"-7.527281296,-1.315506953,-0.52602632,0.384335082,-2.024106938,-0.777586523,-0.00289804,-1.073108125,-0.948291275,-0.671273925",1
"-9.979567413,1.766415905,-0.492556458,-0.841112532,-0.202575195,-0.084255614,1.269761749,-0.719355642,0.233089375,-0.671273925",1
"-12.09931012,2.656311228,-0.84950818,0.059708719,0.333251611,4.282065907,-3.385396802,4.669239002,-3.360145917,0.885596323",1
"-10.59953511,2.076554621,-2.294818703,-2.392050517,-1.747108054,4.765696546,3.049025771,3.448982512,3.911974561,0.885596323",1
"-6.432101809,0.040223845,-0.613513304,-0.401199071,-3.160279584,1.087232008,-0.14444739,0.853012967,0.549466776,-0.671273925",1
"-8.60228882,-0.089115438,-2.184887235,0.982864828,0.087695848,0.781716963,1.236131015,3.944000975,-1.414406254,-0.671273925",1
"-7.352183082,0.085141926,-2.899083023,1.410715754,2.468427982,0.047035671,-1.786101118,3.23188604,-2.221901026,-0.671273925",1
"-4.477111058,3.245093477,-2.495621382,0.780013892,-3.720078796,-2.351909804,-0.658071432,-2.634930474,1.03828355,2.442466571",1
"-7.886939057,1.229070189,-1.811383373,-1.273986141,0.161963933,-4.514042034,0.225341595,-4.438690939,-1.365911867,-0.671273925",1
"-4.430445502,1.674120246,-2.337742137,-1.571243946,-2.666895512,0.466792538,-1.39321717,-0.729895468,1.511040531,-0.671273925",1
"-9.954699523,3.152939859,-0.942306213,-0.249624324,-0.931591485,2.83889798,5.164157879,1.704084869,5.002221079,0.885596323",1
"-6.739473815,0.11468439,-1.635064535,-0.638875687,-0.886886056,0.512537603,-0.33198781,0.880625911,3.655454941,-0.671273925",1
"-4.594559334,-0.191747281,-0.400593972,0.763582537,0.530553387,-0.612691882,-1.097512759,0.412882924,1.182235635,-0.671273925",1
"-11.27597013,2.508990662,-1.541435003,2.85387184,-0.829496622,1.372289858,2.899506461,-0.140081532,-2.58068098,-0.671273925",1
"-6.778746288,0.20160926,-0.97360453,0.487960379,-0.080078653,1.524814942,-1.904906788,-0.61177493,0.887537359,0.885596323",1
"-7.196006773,2.630576446,-0.270918543,-1.177169527,-0.390315954,3.40918233,4.750597528,1.010321144,1.210401291,0.885596323",1
"-8.482212867,1.321230315,-0.381759313,0.035867754,-4.000779873,-2.557829963,-0.643821461,-4.529911833,-0.25107897,0.885596323",1
"-7.27457297,-1.134792284,-1.675990166,-0.202558185,2.366617564,2.814745948,1.034214949,0.192069018,1.665969454,-0.671273925",1
"-7.87415502,0.671824032,-0.166459504,-0.766046058,2.033684195,-0.39445016,-1.831595138,1.306663052,-3.123806183,-0.671273925",1
"-9.066817434,0.893539013,-2.942754208,0.292592673,-1.808528,-5.595230255,-0.126312644,-5.298648404,-1.507838656,-0.671273925",1
"-8.798217004,0.308693993,-3.067573422,1.69727936,-3.245946951,4.841883539,6.567930649,0.346144161,-0.670205423,-0.671273925",1
"-7.766050103,1.538824619,-1.562858281,0.670134158,-1.19018658,-0.054832663,1.94648981,-2.656048553,-1.098406368,-0.671273925",1
"-6.948041838,0.92663022,-1.230077431,0.532363388,-1.69396439,2.054942642,-0.23439713,-1.66825962,0.209053077,-0.671273925",1
"-8.860864569,0.95780442,-0.273801241,-0.962000115,-3.55585324,-2.278794355,-2.011386411,-1.411181305,0.96889218,-0.671273925",1
"-9.250615296,0.46169962,0.923922008,0.192672663,-0.288010714,0.060561411,0.722845802,0.968576792,-2.611319067,-0.671273925",1
"-7.752851235,-0.351072205,-0.805947076,-0.233385003,-2.244792311,-0.012596977,0.931590047,2.235998913,-1.130039216,-0.671273925",1
"-4.444826988,-0.082908688,0.250095091,-0.352316811,-1.055134604,2.232250928,0.708957968,2.903901776,1.248744247,0.885596323",1
"-4.693188885,-1.015634516,-0.939950957,0.289475735,-2.197562607,0.134446695,0.118787419,-2.949641869,0.601521954,0.885596323",1
"-9.520465549,2.120941884,0.775975307,-1.242716882,-1.364488354,3.875363139,2.991315868,2.74579863,-0.82516705,-0.671273925",1
"-8.722106104,0.262619285,-1.225661635,-0.598813245,-3.88486896,-3.301065979,-1.287123285,-0.133428274,-0.370410282,-0.671273925",1
"-11.03034864,1.712785678,-1.392892815,-0.163989052,3.623640946,-0.263645393,-3.337796236,2.279226437,-2.632658866,-0.671273925",1
"-7.994173209,0.04533305,-0.73854688,0.189792988,-2.545139715,-0.332066228,0.026288814,-1.840943964,-0.456438011,-0.671273925",1
"-8.874530979,2.07462038,-2.060999361,-0.898143115,-1.372896154,-3.175091484,2.325163487,-1.256258368,-0.133252826,-0.671273925",1
"-7.017063468,-0.199720959,-1.469538192,-1.9977142,1.892038236,-1.880465812,-3.278863285,-0.336889925,0.042410271,-0.671273925",1
"-5.48812877,0.406477136,-0.8523921,2.29978891,-1.219706034,-0.260294711,0.204571467,0.262224211,0.80225091,-0.671273925",1
